sender,receiver,created_at,text
rdsathene,M4M4ALL,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,ReadeAlexandra,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,TaraReadeTruth,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,glennkirschner2,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,DNC,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,TaranaBurke,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,RTAmericaNews,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,ChrisLynnHedges,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,maxkeiser,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,LeeCamp,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,GovJVentura,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,JohnRalstonSaul,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,OurRevolutionPR,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,OurRevolution,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,ProudSocialist,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,TRNshow,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,ninaturner,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,Bioregional,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,kthalps,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,EdProgress,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,bc_disability,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,candisability,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,GSVteam,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,NewsHour,2021-10-30T20:22:32Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour LOL. Yeah, my opposition to a white supremacist, corporate curriculum (#CCSS) based on the ""great man"" theory of history and a literature list that intentionally eschewed POC really drives home your point #BidenBoi.

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JimCrowJoe #Biden https://t.co/ztrG8yx07i"
rdsathene,EatAtJoes7,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
